id,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,intrusion_type
22745,0,tcp,http,SF,204,1058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,8,255,1,0,0.12,0.02,0,0,0,0,normal.
22746,0,tcp,http,SF,209,13182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,3,255,1,0,0.33,0.03,0,0,0,0,normal.
22747,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,9,1,0.11,1,0.11,0,0,0,0.89,1,ipsweep.
22748,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,19,1,0.05,1,0.05,0,0,0,0.95,1,ipsweep.
22749,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,29,1,0.03,1,0.03,0,0,0,0.97,1,ipsweep.
22750,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,39,1,0.03,1,0.03,0,0,0,0.95,1,ipsweep.
22751,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,49,1,0.02,1,0.02,0,0,0,0.96,1,ipsweep.
22752,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,59,1,0.02,1,0.02,0,0,0,0.95,1,ipsweep.
22753,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,69,1,0.01,1,0.01,0,0,0,0.94,1,ipsweep.
22754,0,tcp,ftp_data,SF,245,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,79,8,0.1,0.9,0.09,0,0,0,0.85,0.12,normal.
22755,0,tcp,smtp,SF,1333,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,89,2,0.02,0.8,0.01,0,0,0,0.75,0,normal.
22756,0,tcp,ftp_data,SF,245,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,99,26,0.26,0.72,0.25,0,0,0,0.68,0.04,normal.
22757,0,tcp,smtp,SF,707,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,109,8,0.07,0.65,0.01,0,0,0,0.61,0,normal.
22758,0,tcp,ftp_data,SF,245,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,119,33,0.28,0.6,0.27,0,0,0,0.56,0.03,normal.
22759,0,tcp,smtp,SF,3890,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,129,20,0.16,0.55,0.01,0,0,0,0.52,0,normal.
22760,218,tcp,smtp,SF,609,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,139,29,0.21,0.51,0.01,0,0,0,0.48,0,normal.
22761,469,tcp,smtp,SF,1264,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,149,38,0.26,0.48,0.01,0,0,0,0.45,0,normal.
22762,0,tcp,ftp_data,SF,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,159,48,0.3,0.45,0.3,0,0,0,0.42,0.02,normal.
22763,0,tcp,ftp_data,SF,383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,169,55,0.33,0.42,0.32,0,0,0,0.4,0.02,normal.
22764,0,tcp,ftp_data,SF,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,179,65,0.36,0.4,0.36,0,0,0,0.37,0.02,normal.
22765,0,tcp,ftp_data,SF,748,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,189,73,0.39,0.38,0.38,0,0,0,0.35,0.01,normal.
22766,0,tcp,smtp,SF,815,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,199,46,0.23,0.36,0.01,0,0,0,0.34,0,normal.
22767,0,tcp,smtp,SF,0,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,6,51,0.17,1,0.17,0.04,0,0,0.83,0,ipsweep.
22768,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,16,2,0.06,1,0.06,1,0,0,0.94,1,ipsweep.
22769,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,26,2,0.04,1,0.04,1,0,0,0.92,1,ipsweep.
22770,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,36,2,0.03,1,0.03,1,0,0,0.92,1,ipsweep.
22771,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,46,2,0.02,1,0.02,1,0,0,0.93,1,ipsweep.
22772,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,56,2,0.02,1,0.02,1,0,0,0.93,1,ipsweep.
22773,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,66,2,0.02,1,0.02,1,0,0,0.92,1,ipsweep.
22774,0,tcp,ftp_data,SF,748,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,76,80,0.03,0.93,0.01,0.03,0,0,0.87,0.01,normal.
22775,34,tcp,telnet,SF,900,359105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,86,7,0.08,0.83,0.01,0,0,0,0.77,0.14,normal.
22776,0,tcp,ftp_data,SF,748,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,96,87,0.09,0.74,0.08,0.02,0,0,0.69,0.01,normal.
22777,0,tcp,smtp,SF,124,241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,106,61,0.11,0.67,0.01,0.03,0,0,0.62,0,normal.
22778,1,tcp,finger,SF,9,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,116,8,0.03,0.61,0.01,0.25,0.01,0,0.57,0,normal.
22779,9,tcp,smtp,SF,1558,341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,126,67,0.14,0.56,0.01,0.03,0.04,0,0.52,0,normal.
22780,142,tcp,finger,SF,7,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,136,9,0.04,0.52,0.01,0.22,0.05,0,0.49,0,normal.
22781,236,tcp,smtp,SF,666,341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,146,79,0.21,0.49,0.01,0.03,0.08,0,0.45,0,normal.
22782,0,tcp,telnet,S1,89,2832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,156,30,0.19,0.46,0.01,0,0.09,0.47,0.42,0.03,normal.
22783,0,tcp,smtp,SF,1230,355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,166,82,0.27,0.43,0.01,0.02,0.1,0,0.4,0,normal.
22784,0,udp,domain_u,SF,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,5,4,0.8,0.4,0.6,0,0,0,0,0,normal.
22785,4,udp,domain_u,SF,47,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,11,0.73,0.13,0.67,0,0,0,0,0,normal.
22786,3,udp,domain_u,SF,53,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,25,18,0.72,0.08,0.64,0,0,0,0,0,normal.
22787,0,udp,domain_u,SF,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,35,24,0.69,0.06,0.63,0,0,0,0,0,normal.
22788,0,udp,domain_u,SF,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,45,32,0.71,0.04,0.67,0,0,0,0,0,normal.
22789,0,udp,domain_u,SF,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,55,40,0.73,0.04,0.64,0,0,0,0,0,normal.
22790,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,65,20,0.31,0.03,0.31,0,0,0,0,0,normal.
22791,0,udp,domain_u,SF,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,75,52,0.69,0.03,0.63,0,0,0,0,0,normal.
22792,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,85,27,0.32,0.02,0.32,0,0,0,0,0,normal.
22793,0,udp,domain_u,SF,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,95,65,0.68,0.02,0.63,0,0,0,0,0,normal.
22794,0,udp,domain_u,SF,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,105,73,0.7,0.02,0.65,0,0,0,0,0,normal.
22795,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,115,33,0.29,0.02,0.29,0,0,0,0,0,normal.
22796,298,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,125,87,0.7,0.02,0.66,0,0,0,0,0,normal.
22797,9,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,135,91,0.67,0.01,0.64,0,0,0,0,0,normal.
22798,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,145,51,0.35,0.01,0.35,0,0,0,0,0,normal.
22799,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,155,60,0.39,0.01,0.39,0,0,0,0,0,normal.
22800,6087,udp,domain_u,SF,46,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,165,97,0.59,0.01,0.56,0,0,0,0,0,normal.
22801,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,175,76,0.43,0.01,0.43,0,0,0,0,0,normal.
22802,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,185,86,0.46,0.01,0.46,0,0,0,0,0,normal.
22803,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,195,96,0.49,0.01,0.49,0,0,0,0,0,normal.
22804,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,205,105,0.51,0.01,0.51,0,0,0,0,0,normal.
22805,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,215,115,0.53,0.01,0.53,0,0,0,0,0,normal.
22806,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,225,125,0.56,0.01,0.56,0,0,0,0,0,normal.
22807,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,235,135,0.57,0.01,0.57,0,0,0,0,0,normal.
22808,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,245,145,0.59,0.01,0.59,0,0,0,0,0,normal.
22809,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,153,0.6,0.01,0.6,0,0,0,0,0,normal.
22810,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,161,0.63,0.01,0.63,0,0,0,0,0,normal.
22811,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,168,0.66,0.01,0.66,0,0,0,0,0,normal.
22812,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,174,0.68,0.01,0.68,0,0,0,0,0,normal.
22813,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,180,0.71,0.01,0.71,0,0,0,0,0,normal.
22814,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,188,0.74,0.01,0.74,0,0,0,0,0,normal.
22815,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,195,0.76,0.01,0.76,0,0,0,0,0,normal.
22816,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0.25,0.5,0,255,201,0.79,0.01,0.79,0,0,0,0,0,normal.
22817,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,207,0.81,0.01,0.81,0,0,0,0,0,normal.
22818,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,213,0.84,0.01,0.84,0,0,0,0,0,normal.
22819,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,218,0.85,0.01,0.85,0,0,0,0,0,normal.
22820,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,228,0.89,0.01,0.89,0,0,0,0,0,normal.
22821,1,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,234,0.92,0.01,0.92,0,0,0,0,0,normal.
22822,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,239,0.94,0.01,0.94,0,0,0,0,0,normal.
22823,0,udp,domain_u,SF,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,19,0.07,0.01,0.07,0,0,0,0,0,normal.
22824,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,8,1,0.12,1,0.12,0,0,0,0.75,1,ipsweep.
22825,0,tcp,time,SF,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,18,1,0.06,1,0.06,0,0,0,0.83,0,ipsweep.
22826,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,28,1,0.04,1,0.04,0,0,0,0.89,1,ipsweep.
22827,0,tcp,mtp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,38,1,0.03,1,0.03,0,0,0,0.89,1,ipsweep.
22828,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,48,1,0.02,1,0.02,0,0,0,0.92,1,ipsweep.
22829,0,tcp,rje,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,58,1,0.02,1,0.02,0,0,0,0.91,1,ipsweep.
22830,0,tcp,link,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,68,1,0.01,1,0.01,0,0,0,0.91,1,ipsweep.
22831,0,tcp,smtp,SF,1131,307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,78,8,0.1,0.91,0.01,0,0,0,0.83,0,normal.
22832,0,tcp,smtp,SF,2912,367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,88,13,0.15,0.81,0.01,0,0,0,0.74,0,normal.
22833,126,tcp,finger,SF,5,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,98,2,0.02,0.72,0.01,0,0,0,0.66,0,normal.
22834,246,tcp,smtp,SF,1225,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,108,32,0.3,0.66,0.01,0,0,0,0.6,0,normal.
22835,0,tcp,smtp,SF,914,304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,118,42,0.36,0.6,0.01,0,0,0,0.55,0,normal.
22836,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,7,2,0.14,1,0.14,1,0,0,1,1,ipsweep.
22837,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,17,2,0.06,1,0.06,1,0,0,1,1,ipsweep.
22838,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,27,2,0.04,1,0.04,1,0,0,0.96,1,ipsweep.
22839,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,37,2,0.03,1,0.03,1,0,0,0.97,1,ipsweep.
22840,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,47,2,0.02,1,0.02,1,0,0,0.98,1,ipsweep.
22841,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,57,2,0.02,1,0.02,1,0,0,0.98,1,ipsweep.
22842,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,67,2,0.01,1,0.01,1,0,0,0.97,1,ipsweep.
22843,0,icmp,ecr_i,SF,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,77,1,0.01,0.94,0.01,0,0,0,0.9,0,normal.
22844,0,tcp,smtp,SF,1231,389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,87,56,0.14,0.83,0.01,0.04,0,0,0.79,0.04,normal.
22845,0,tcp,smtp,SF,776,388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,97,62,0.19,0.74,0.01,0.03,0.01,0,0.71,0.03,normal.
22846,0,tcp,ftp_data,SF,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,107,12,0.06,0.67,0.05,0.17,0.01,0,0.64,0.17,normal.
22847,0,tcp,ftp_data,SF,7940,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,9,9,0,0,0,0,1,0,0,117,22,0.14,0.62,0.13,0.09,0.01,0,0.59,0.09,normal.
22848,13368,tcp,telnet,SF,2987,58843,0,0,0,1,0,1,2,1,0,2,15,0,0,0,0,0,1,1,0,0,0,0,1,0,0,127,11,0.08,0.57,0.01,0.18,0.01,0.09,0.54,0.18,normal.
22849,0,tcp,smtp,SF,12617,1857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,137,75,0.23,0.53,0.01,0.03,0.01,0,0.5,0.03,normal.
22850,2,tcp,smtp,SF,1949,553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,147,83,0.27,0.49,0.01,0.02,0.01,0,0.47,0.02,normal.
22851,0,tcp,finger,SF,10,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,157,7,0.03,0.46,0.01,0.29,0.01,0,0.44,0,normal.
22852,2,tcp,ftp,RSTO,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,2,2,0.5,1,0.5,1,0,0,1,1,ipsweep.
22853,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,12,2,0.08,1,0.08,1,0,0,0.92,1,ipsweep.
22854,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,22,2,0.05,1,0.05,1,0,0,0.91,1,ipsweep.
22855,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,32,2,0.03,1,0.03,1,0,0,0.94,1,ipsweep.
22856,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,42,2,0.02,1,0.02,1,0,0,0.93,1,ipsweep.
22857,0,tcp,remote_job,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,52,2,0.02,1,0.02,1,0,0,0.92,1,ipsweep.
22858,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,62,2,0.02,1,0.02,1,0,0,0.92,1,ipsweep.
22859,0,tcp,ftp_data,SF,748,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,72,25,0.03,0.99,0.01,0.08,0,0,0.92,0.08,normal.
22860,0,tcp,smtp,SF,730,305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,82,67,0.06,0.87,0.01,0.04,0,0,0.8,0.03,normal.
22861,0,tcp,smtp,SF,793,302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,92,65,0.11,0.77,0.01,0.03,0,0,0.72,0.02,normal.
